과목명,교수명,개설학과전공,이수구분,영역,캠퍼스,수업유형,수강안내 및 지정내용,평점,출결,시험,과제,조모임,성적,강의 시간,강의력,확인,시간표,파일명,전체 벡터
연구방법론 1,나정현,바이오신약의과학부,심화전공,3영역,"[0, 1]","[0, 0, 3]","*한 학기 총 실습80시간 이상 이수한 자에 한하여 수강 가능
*수강신청 전 담당교수 면담 필수
*이수시간 미달 시 학점 부여 불가
*방학 동안 예비 실험 수행한 학생에 한하여 수강 가능",0.0,"[0, 0, 0, 0, 0]",0.2,1,0,"[0, 0, 0, 0]",0,1.0,,금/1-3,바이오신약의과학부_data_3영역_일반.csv,"[0.2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 0.0]"
의약화학 1,이지연,바이오신약의과학부,심화전공,4영역,"[0, 1]","[0, 0, 3]",,0.8,"[0, 1, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,1.0,,화/7-9,바이오신약의과학부_data_4영역_일반.csv,"[0.6, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 0.8]"
생물분자구조학,나정현,바이오신약의과학부,심화전공,4영역,"[0, 1]","[0, 0, 3]","*외국어전용강좌(영어)
*생화학 1 수업 이수자에 한함
*중간고사 시험 이후 개인 노트북 (Windows용) 지참 필요",1.0,"[1, 0, 0, 0, 0]",0.4,1,0,"[1, 0, 0, 0]",0,1.0,,월/4-6,바이오신약의과학부_data_4영역_일반.csv,"[0.4, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
고급기계학습,박관영,빅데이터사이언스,심화전공,4영역,"[1, 0]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.6,1,0,"[1, 0, 0, 0]",1,1.0,,화/7-9,빅데이터사이언스_data_4영역_일반.csv,"[0.6, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1.0, 0, 0, 3, 1, 0, 1.0]"
서비스디자인 씽킹,최민영,서비스디자인공학과,핵심전공,1영역,"[1, 0]","[0, 0, 3]",[1학년전공탐색] [GeM(공학과기술)],1.0,"[1, 0, 0, 0, 0]",0.4,1,1,"[0, 1, 0, 0]",0,1.0,,수/7-9,서비스디자인공학과_data_1영역_일반.csv,"[0.4, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 1.0]"
서비스디자인 개론,최민영,서비스디자인공학과,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,0.0,"[0, 0, 0, 0, 0]",0.4,1,0,"[0, 0, 0, 0]",0,1.0,,화/4-6,서비스디자인공학과_data_2영역_일반.csv,"[0.4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 0.0]"
UX 프로토타이핑,김환,서비스디자인공학과,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.2,1,0,"[0, 1, 0, 0]",0,1.0,,월/4-6,서비스디자인공학과_data_2영역_일반.csv,"[0.2, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 1.0]"
UX 프로토타이핑,김환,서비스디자인공학과,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.2,1,0,"[0, 1, 0, 0]",0,1.0,,월/7-9,서비스디자인공학과_data_2영역_일반.csv,"[0.2, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 1.0]"
정보설계와 시각화,이자인,서비스디자인공학과,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,0.8,"[1, 0, 0, 0, 0]",0.2,1,0,"[0, 1, 0, 0]",1,0.0,,수/4-6,서비스디자인공학과_data_2영역_일반.csv,"[0.2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.0, 0, 0, 3, 1, 0, 0.8]"
정보설계와 시각화,이자인,서비스디자인공학과,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,0.8,"[1, 0, 0, 0, 0]",0.2,1,0,"[0, 1, 0, 0]",1,0.0,,수/7-9,서비스디자인공학과_data_2영역_일반.csv,"[0.2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.0, 0, 0, 3, 1, 0, 0.8]"
라이프스타일과 트렌드,신민아,서비스디자인공학과,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,0.8,"[0, 1, 0, 0, 0]",0.2,1,1,"[0, 1, 0, 0]",0,0.5,강의력에 대한 이야기가 없어서 보통으로 처리,수/4-6,서비스디자인공학과_data_2영역_일반.csv,"[0.2, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.5, 0, 0, 3, 1, 0, 0.8]"
모바일프로그래밍 기초,윤상덕,서비스디자인공학과,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,0.0,"[0, 0, 0, 0, 0]",0.4,1,0,"[0, 0, 0, 0]",0,1.0,,화/7-9,서비스디자인공학과_data_2영역_일반.csv,"[0.4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 0.0]"
VR 콘텐츠디자인,김현석,서비스디자인공학과,심화전공,3영역,"[1, 0]","[3, 0, 0]",,1.0,"[1, 0, 0, 0, 0]",0.2,1,0,"[0, 1, 0, 0]",0,1.0,,화/4-6,서비스디자인공학과_data_3영역_블렌디드.csv,"[0.2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 1, 0, 1.0]"
VR 콘텐츠디자인,김현석,서비스디자인공학과,심화전공,3영역,"[1, 0]","[3, 0, 0]",,1.0,"[1, 0, 0, 0, 0]",0.2,1,0,"[0, 1, 0, 0]",0,1.0,,화/7-9,서비스디자인공학과_data_3영역_블렌디드.csv,"[0.2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 1, 0, 1.0]"
서비스/UX 디자인 라이팅,이여름,서비스디자인공학과,심화전공,3영역,"[1, 0]","[3, 0, 0]",,0.8,"[1, 0, 0, 0, 0]",0.2,1,1,"[0, 1, 0, 0]",0,0.5,강의력 의견없음,월/4-6,서비스디자인공학과_data_3영역_블렌디드.csv,"[0.2, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.5, 3, 0, 0, 1, 0, 0.8]"
제품서비스시스템디자인,우다해,서비스디자인공학과,심화전공,3영역,"[1, 0]","[0, 0, 3]",,0.0,"[0, 0, 0, 0, 0]",0.2,1,1,"[0, 0, 0, 0]",0,1.0,,월/7-9,서비스디자인공학과_data_3영역_일반.csv,"[0.2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 0.0]"
비즈니스모델링,이여름,서비스디자인공학과,심화전공,3영역,"[1, 0]","[0, 0, 3]",,0.8,"[1, 0, 0, 0, 0]",0.2,1,1,"[0, 0, 0, 1]",0,0.5,강의력 의견이 좀 많이 갈림,목/4-6,서비스디자인공학과_data_3영역_일반.csv,"[0.2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.5, 0, 0, 3, 1, 0, 0.8]"
HCI방법론실습,김환,서비스디자인공학과,심화전공,3영역,"[1, 0]","[0, 0, 3]",,1.0,"[1, 0, 0, 0, 0]",0.2,1,1,"[0, 1, 0, 0]",0,1.0,,목/4-6,서비스디자인공학과_data_3영역_일반.csv,"[0.2, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 1.0]"
HCI방법론실습,김환,서비스디자인공학과,심화전공,3영역,"[1, 0]","[0, 0, 3]",,1.0,"[1, 0, 0, 0, 0]",0.2,1,1,"[0, 1, 0, 0]",0,1.0,,목/7-9,서비스디자인공학과_data_3영역_일반.csv,"[0.2, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 1.0]"
사회적서비스디자인,우다해,서비스디자인공학과,심화전공,4영역,"[1, 0]","[0, 0, 3]",,1.0,"[1, 0, 0, 0, 0]",0.2,0,1,"[1, 0, 0, 0]",0,1.0,,목/7-9,서비스디자인공학과_data_4영역_일반.csv,"[0.2, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 1.0]"
AI융합디자인,김현석,서비스디자인공학과,심화전공,4영역,"[1, 0]","[0, 0, 3]",,0.8,"[1, 0, 0, 0, 0]",0.2,1,1,"[0, 1, 0, 0]",0,1.0,,수/7-9,서비스디자인공학과_data_4영역_일반.csv,"[0.2, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 0.8]"
데이터기반 서비스디자인,윤상덕,서비스디자인공학과,심화전공,4영역,"[1, 0]","[0, 0, 3]",,0.8,"[1, 0, 0, 0, 0]",0.2,1,1,"[1, 0, 0, 0]",1,1.0,,목/4-6,서비스디자인공학과_data_4영역_일반.csv,"[0.2, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1.0, 0, 0, 3, 1, 0, 0.8]"
서비스디자인스튜디오,최민영,서비스디자인공학과,심화전공,4영역,"[1, 0]","[0, 0, 3]",,0.0,"[0, 0, 0, 0, 0]",0.2,1,1,"[0, 0, 0, 0]",0,1.0,,수/4-6,서비스디자인공학과_data_4영역_일반.csv,"[0.2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 0.0]"
탁구,이시은,스포츠과학부,핵심전공,1영역,"[1, 0]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.6,1,0,"[1, 0, 0, 0]",0,1.0,,목/7-9,스포츠과학부_data_1영역_일반.csv,"[0.6, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 1.0]"
유기화학,이석희,식품영양학,핵심전공,2영역,"[0, 1]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1.0,,화/4-6,식품영양학_data_2영역_일반.csv,"[0.6, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
정보보호법과 보안정책,홍준호,융합보안공학과,핵심전공,2영역,"[1, 0]","[3, 0, 0]",,0.8,"[0, 1, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",1,0.0,,월/7-9,융합보안공학과_data_2영역_블렌디드.csv,"[0.6, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0.0, 3, 0, 0, 1, 0, 0.8]"
웹 보안,손용하,융합보안공학과,핵심전공,2영역,"[1, 0]","[3, 0, 0]",,1.0,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,0.5,,수/4-6,융합보안공학과_data_2영역_블렌디드.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.5, 3, 0, 0, 1, 0, 1.0]"
웹 보안,손용하,융합보안공학과,핵심전공,2영역,"[1, 0]","[3, 0, 0]",,1.0,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,0.5,,목/4-6,융합보안공학과_data_2영역_블렌디드.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.5, 3, 0, 0, 1, 0, 1.0]"
웹 보안,손용하,융합보안공학과,핵심전공,2영역,"[1, 0]","[3, 0, 0]",,1.0,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,0.5,,월/7-9,융합보안공학과_data_2영역_블렌디드.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.5, 3, 0, 0, 1, 0, 1.0]"
융합보안개론,김경진,융합보안공학과,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,0.8,"[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,0.5,,목/7-9,융합보안공학과_data_2영역_일반.csv,"[0.6, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0.5, 0, 0, 3, 1, 0, 0.8]"
인공지능기초,이영한,융합보안공학과,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,0.8,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 0, 0, 0]",1,1.0,,수/7-9,융합보안공학과_data_2영역_일반.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1.0, 0, 0, 3, 1, 0, 0.8]"
시스템 보안,김성민,융합보안공학과,심화전공,3영역,"[1, 0]","[3, 0, 0]",,1.0,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,1.0,,월/4-6,융합보안공학과_data_3영역_블렌디드.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 1, 0, 1.0]"
시스템 보안,김성민,융합보안공학과,심화전공,3영역,"[1, 0]","[3, 0, 0]",,1.0,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,1.0,,월/7-9,융합보안공학과_data_3영역_블렌디드.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 1, 0, 1.0]"
융합보안 포렌식,김학경,융합보안공학과,심화전공,3영역,"[1, 0]","[0, 0, 3]",,1.0,"[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1.0,,수/7-9,융합보안공학과_data_3영역_일반.csv,"[0.6, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1.0, 0, 0, 3, 1, 0, 1.0]"
융합보안 포렌식,이상학,융합보안공학과,심화전공,3영역,"[1, 0]","[0, 0, 3]",,1.0,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,0.0,,수/7-9,융합보안공학과_data_3영역_일반.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0, 0, 3, 1, 0, 1.0]"
네트워크 보안,임연섭,융합보안공학과,심화전공,3영역,"[1, 0]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,1.0,,화/4-6,융합보안공학과_data_3영역_일반.csv,"[0.6, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 1.0]"
네트워크 보안,박나은,융합보안공학과,심화전공,3영역,"[1, 0]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",1,1.0,,화/7-9,융합보안공학과_data_3영역_일반.csv,"[0.6, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1.0, 0, 0, 3, 1, 0, 1.0]"
네트워크 보안,이선진,융합보안공학과,심화전공,3영역,"[1, 0]","[0, 0, 3]",,0.0,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 0, 0, 0]",0,1.0,,화/7-9,융합보안공학과_data_3영역_일반.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 0.0]"
해킹프로그램실습,최현우,융합보안공학과,심화전공,3영역,"[1, 0]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.6,1,1,"[0, 1, 0, 0]",1,1.0,,목/4-6,융합보안공학과_data_3영역_일반.csv,"[0.6, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1.0, 0, 0, 3, 1, 0, 1.0]"
해킹프로그램실습,최현우,융합보안공학과,심화전공,3영역,"[1, 0]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.6,1,1,"[0, 1, 0, 0]",1,1.0,,수/7-9,융합보안공학과_data_3영역_일반.csv,"[0.6, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1.0, 0, 0, 3, 1, 0, 1.0]"
융합보안 범죄대책론,김학경,융합보안공학과,심화전공,3영역,"[1, 0]","[0, 0, 3]",,1.0,"[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",1,1.0,,수/4-6,융합보안공학과_data_3영역_일반.csv,"[0.6, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1.0, 0, 0, 3, 1, 0, 1.0]"
보안소프트웨어 분석과 개발,최현우,융합보안공학과,심화전공,4영역,"[1, 0]","[0, 3, 0]",,1.0,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,1.0,,수/4-6,융합보안공학과_data_4영역_원격.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 3, 0, 1, 0, 1.0]"
암호응용,손용하,융합보안공학과,심화전공,4영역,"[1, 0]","[0, 0, 3]",,0.8,"[0, 1, 0, 0, 0]",0.6,1,0,"[0, 0, 0, 0]",0,1.0,,목/7-9,융합보안공학과_data_4영역_일반.csv,"[0.6, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 0.8]"
캡스톤디자인,홍준호,융합보안공학과,심화전공,4영역,"[1, 0]","[0, 0, 3]",,0.0,"[0, 0, 0, 0, 0]",0.2,1,1,"[0, 0, 0, 0]",0,1.0,,월/4-6,융합보안공학과_data_4영역_일반.csv,"[0.2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 0.0]"
침해사고대응,이일구,융합보안공학과,심화전공,4영역,"[1, 0]","[0, 0, 3]",,1.0,"[0, 0, 0, 0, 0]",0.4,1,0,"[0, 0, 0, 0]",0,1.0,,수/7-9,융합보안공학과_data_4영역_일반.csv,"[0.4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 1.0]"
침해사고대응,홍준호,융합보안공학과,심화전공,4영역,"[1, 0]","[0, 0, 3]",,1.0,"[0, 0, 0, 0, 0]",0.4,1,0,"[0, 0, 0, 0]",0,1.0,,수/7-9,융합보안공학과_data_4영역_일반.csv,"[0.4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 1.0]"
융합 프로젝트,황교찬,융합보안공학과,심화전공,4영역,"[1, 0]","[0, 0, 3]",,0.6,"[1, 0, 0, 0, 0]",0.2,1,1,"[1, 0, 0, 0]",0,0.5,,화/1-3,융합보안공학과_data_4영역_일반.csv,"[0.2, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.5, 0, 0, 3, 1, 0, 0.6]"
IoT기본실습,김준철,지능형IoT,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,0.0,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 0, 0, 0]",0,1.0,,목/7-9,지능형IoT_data_2영역_일반.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 0.0]"
IoT시스템설계,김준철,지능형IoT,심화전공,3영역,"[1, 0]","[0, 0, 3]",,0.0,"[0, 0, 0, 0, 0]",0.4,0,0,"[0, 0, 0, 0]",0,1.0,,목/1-3,지능형IoT_data_3영역_일반.csv,"[0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 0.0]"
IoT시스템설계,김준철,지능형IoT,심화전공,3영역,"[1, 0]","[0, 0, 3]",,0.0,"[0, 0, 0, 0, 0]",0.4,0,0,"[0, 0, 0, 0]",0,1.0,,화/4-6,지능형IoT_data_3영역_일반.csv,"[0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 0.0]"
메타버스의 이해,김준영,지능형IoT,심화전공,4영역,"[1, 0]","[0, 0, 3]",,0.6,"[1, 0, 0, 0, 0]",0.6,1,1,"[0, 1, 0, 0]",0,0.0,,수/4-6,지능형IoT_data_4영역_일반.csv,"[0.6, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.0, 0, 0, 3, 1, 0, 0.6]"
디지털회로설계,정영범,지능형IoT,심화전공,4영역,"[1, 0]","[0, 0, 3]",,1.0,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 0, 0, 0]",0,1.0,,목/7-9,지능형IoT_data_4영역_일반.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 1.0]"
일반화학실험 1,홍사미,청정신소재공학과,핵심전공,1영역,"[0, 1]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.6,1,1,"[1, 0, 0, 0]",0,1.0,,월/4-6,청정신소재공학과_data_1영역_일반.csv,"[0.6, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
일반화학실험 1,홍사미,청정신소재공학과,핵심전공,1영역,"[0, 1]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.6,1,1,"[1, 0, 0, 0]",0,1.0,,월/7-9,청정신소재공학과_data_1영역_일반.csv,"[0.6, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
일반화학실험 1,홍사미,청정신소재공학과,핵심전공,1영역,"[0, 1]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.6,1,1,"[1, 0, 0, 0]",0,1.0,,수/4-6,청정신소재공학과_data_1영역_일반.csv,"[0.6, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
청정신소재 진로와 전망,이세현,청정신소재공학과,핵심전공,1영역,"[0, 1]","[0, 0, 3]","1. [1학년전공탐색][GeM(도전과실천)]
2. 구 청정융합 진로와 전망[LE000500]",1.0,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 0, 0, 0]",0,1.0,,화/2,청정신소재공학과_data_1영역_일반.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
신소재와 미래과학기술,임종훈,청정신소재공학과,핵심전공,1영역,"[0, 1]","[0, 0, 3]","1. [1학년전공탐색][GeM(공학과기술)]
2. 구 융합과학개론[LE003600]",0.6,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 0, 0, 0]",0,1.0,,화/4-6,청정신소재공학과_data_1영역_일반.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 0.6]"
결정학개론,이윤호,청정신소재공학과,핵심전공,2영역,"[0, 1]","[3, 0, 0]",,0.8,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,0.5,25년도에 조모임없음으로 수정됨,목/4-6,청정신소재공학과_data_2영역_블렌디드.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.5, 3, 0, 0, 0, 1, 0.8]"
재료과학과 공학 1,홍현선,청정신소재공학과,핵심전공,2영역,"[0, 1]","[3, 0, 0]",,1.0,"[0, 1, 0, 0, 0]",0.8,1,1,"[0, 1, 0, 0]",0,1.0,,월/7-9,청정신소재공학과_data_2영역_블렌디드.csv,"[0.8, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 0, 1, 1.0]"
환경과 지속가능성,양인목,청정신소재공학과,핵심전공,2영역,"[0, 1]","[3, 0, 0]",,1.0,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,1.0,,수/7-9,청정신소재공학과_data_2영역_블렌디드.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 0, 1, 1.0]"
열역학,한혁진,청정신소재공학과,핵심전공,2영역,"[0, 1]","[0, 0, 3]",,1.0,"[0, 1, 0, 0, 0]",0.6,0,0,"[1, 0, 0, 0]",0,1.0,,월/4-6,청정신소재공학과_data_2영역_일반.csv,"[0.6, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
현대물리학,최창훈,청정신소재공학과,핵심전공,2영역,"[0, 1]","[0, 0, 3]",,1.0,"[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1.0,,화/7-9,청정신소재공학과_data_2영역_일반.csv,"[0.6, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
기초재료공학실험 1,한혁진,청정신소재공학과,핵심전공,2영역,"[0, 1]","[0, 0, 3]",,1.0,"[0, 0, 0, 0, 0]",0.2,1,1,"[0, 0, 0, 0]",0,1.0,,화/4-6,청정신소재공학과_data_2영역_일반.csv,"[0.2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 1.0]"
국제환경규제,양인목,청정신소재공학과,심화전공,3영역,"[0, 1]","[3, 0, 0]",,1.0,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",0,1.0,,목/4-6,청정신소재공학과_data_3영역_블렌디드.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 0, 1, 1.0]"
전기화학,이세현,청정신소재공학과,심화전공,3영역,"[0, 1]","[3, 0, 0]",,0.8,"[1, 0, 0, 0, 0]",0.6,1,1,"[0, 1, 0, 0]",0,1.0,,화/4-6,청정신소재공학과_data_3영역_블렌디드.csv,"[0.6, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 0, 1, 0.8]"
나노소재공학,한혁진,청정신소재공학과,심화전공,3영역,"[0, 1]","[3, 0, 0]",,1.0,"[0, 0, 0, 0, 0]",0.6,1,1,"[1, 0, 0, 0]",0,0.5,,월/7-9,청정신소재공학과_data_3영역_블렌디드.csv,"[0.6, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.5, 3, 0, 0, 0, 1, 1.0]"
자원순환공학,홍현선,청정신소재공학과,심화전공,3영역,"[0, 1]","[3, 0, 0]",,1.0,"[0, 1, 0, 0, 0]",0.6,1,1,"[0, 1, 0, 0]",0,1.0,,화/7-9,청정신소재공학과_data_3영역_블렌디드.csv,"[0.6, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 0, 1, 1.0]"
금속재료학,최창훈,청정신소재공학과,심화전공,3영역,"[0, 1]","[0, 3, 0]",,1.0,"[0, 0, 0, 0, 1]",0.6,0,0,"[0, 1, 0, 0]",0,0.0,,목/7-9,청정신소재공학과_data_3영역_원격.csv,"[0.6, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0.0, 0, 3, 0, 0, 1, 1.0]"
